,speech,Topic,Name,Representation,Top_n_words,Probability,Representative_document,speech_id
558745,Madam Speaker. I rise today to commend and congratulate Tree Fresno upon celebrating its 25th anniversary. The organizations anniversary was celebrated on Friday. September 24. 2010 in Fresno. California. Since its inception in 1985. Tree Fresno has been involved in the planting of more than thirtyseven thousand trees on public land in and around the Fresno area. The organization has promoted youth environmental awareness and leadership by encouraging student participation in tree planting projects. Through the creation of the Junior Tree Fresno board of directors. the youth in the community have an opportunity to learn leadership and environmental stewardship skills. Tree Fresno provides tree education programs for citizens of all ages. creating an opportunity for volunteers to become actively involved with civic improvement projects. By planting and maintaining trees. Tree Fresno is creating an improved urban forest in Fresno County where homes and parks are shaded. the air is cleaner and the beauty of the city is enhanced. Tree Fresno has planted trees along streets. trails. public parks and school campuses. Through the formation of community coalitions. Tree Fresno has been able to restore the natural oak forest along a major road by planting over fourteen hundred native oak seedlings. Through advocacy and beautification efforts. Tree Fresno has established itself as a leading organization in the community. dedicated to the improvement of the urban forest and overall quality of life for our community. Madam Speaker. I rise today to commend and congratulate Tree Fresno upon 25 years of service to Fresno County and the surrounding communities. I invite my colleagues to join me in wishing Tree Fresno many years of continued success.,6675,6675_tree_arbor_fresno_trees,"['tree', 'arbor', 'fresno', 'trees', 'usa', 'roofing', 'foresters', 'planting', 'stafford', 'forest']",tree - arbor - fresno - trees - usa - roofing - foresters - planting - stafford - forest,0.896782611,TRUE,1110141358
559543,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.009855045,TRUE,1110109931
559651,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.837847147,TRUE,1110132089
560624,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110084391
560756,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.09320702,TRUE,1110106466
560812,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.425730833,TRUE,1110110671
561713,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.115486205,TRUE,1110134173
563722,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.954370599,TRUE,1110123573
564019,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.518313834,TRUE,1110149625
564347,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.937786419,TRUE,1110106419
564518,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.899978132,TRUE,1110083704
565654,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106396
566705,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106575
567016,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.874939732,TRUE,1110134175
567811,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.730263224,TRUE,1110109964
568003,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.857609338,TRUE,1110106516
569241,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110154051
569254,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.721258821,TRUE,1110106458
570136,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.731478041,TRUE,1110144958
570214,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110121342
570277,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.79953424,TRUE,1110111115
570287,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.314423786,TRUE,1110106446
570308,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.676062656,TRUE,1110109826
573378,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.869999754,TRUE,1120050865
